"itime=1736764328","date=""2025-01-13""","time=""11:32:08""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""local""","action=""deny""","app=""udp/64120""","appcat=""unscanned""","","","","","bid=5765922","","","craction=262144","crlevel=""low""","crscore=5","devname=""DEU-HAM-FW01""","","dstcountry=""Reserved""","dstepid=102","dsteuid=102","dstintf=""root""","dstintfrole=""undefined""","dstip=""224.0.0.1""","","dstport=64120","duration=0","dvid=1065","epid=102","euid=102","eventtime=1736764328404102760","","id=7459345989627805725","","level=""notice""","logflag=3","logid=""0001000014""","logver=702081639","","policyid=0","","policytype=""local-in-policy""","","proto=17","rcvdbyte=0","","rcvdpkt=0","","sentbyte=0","","sentpkt=0","service=""udp/64120""","sessionid=23730888","srccountry=""Reserved""","srcintf=""internal""","srcintfrole=""lan""","srcip=""172.20.5.53""","","srcport=43156","","threatcnts=""{1}""","threatlvls=""{1}""","threats=""{failed-connection}""","threattyps=""{failed-connection}""","threatwgts=""{5}""","trandisp=""noop""","","","tz=""+0100""","","",""
"itime=1736764328","date=""2025-01-13""","time=""11:32:07""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""forward""","action=""accept""","app=""Microsoft.Teams""","appcat=""Collaboration""","appid=43541","applist=""default""","apprisk=""elevated""","","bid=5765922","","","","","","devname=""DEU-HAM-FW01""","","dstcountry=""United States""","dstepid=101","dsteuid=3","dstintf=""wan1""","dstintfrole=""wan""","dstip=""13.89.179.8""","dstowner=""microsoft.com""","dstport=443","duration=52226","dvid=1065","epid=1233","euid=3","eventtime=1736764326443324580","","id=7459345989627805717","","level=""notice""","logflag=32","logid=""0000000020""","logver=702081639","","policyid=1","policyname=""Access-to-Internet-ALL-ANY""","policytype=""policy""","poluuid=""69e70724-1038-51ee-df2e-71b15c1a8f8b""","proto=6","rcvdbyte=319870","rcvddelta=572","rcvdpkt=1110","","sentbyte=1079122","sentdelta=1704","sentpkt=1707","service=""HTTPS""","sessionid=23689491","srccountry=""Reserved""","srcintf=""internal""","srcintfrole=""lan""","srcip=""172.20.5.52""","","srcport=46158","","","","","","","trandisp=""snat""","transip=""213.209.123.173""","transport=46158","tz=""+0100""","","",""
"itime=1736764326","date=""2025-01-13""","time=""11:32:05""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""forward""","action=""client-rst""","app=""HTTPS.BROWSER""","appcat=""Web.Client""","appid=40568","applist=""default""","apprisk=""medium""","apps=""{HTTPS.BROWSER,SSL}""","bid=5765922","countapp=2","","","","","devname=""DEU-HAM-FW01""","devtype=""Router""","dstcountry=""Germany""","dstepid=101","dsteuid=3","dstintf=""wan1""","dstintfrole=""wan""","dstip=""116.202.187.248""","","dstport=443","duration=10","dvid=1065","epid=1232","euid=3","eventtime=1736764326390910540","hostname=""interlogue.tasksandsteps.com""","id=7459345981037871126","","level=""notice""","logflag=1","logid=""0000000013""","logver=702081639","mastersrcmac=""00:51:82:11:22:00""","policyid=2","policyname=""Internet for Other company""","policytype=""policy""","poluuid=""a74ddace-1bf1-51ee-4054-38bcfe2ec767""","proto=6","rcvdbyte=1797","","rcvdpkt=11","saasinfo=""{0,0}""","sentbyte=3923","","sentpkt=12","service=""HTTPS""","sessionid=23730875","srccountry=""Reserved""","srcintf=""internal5""","srcintfrole=""lan""","srcip=""172.16.250.51""","srcmac=""00:51:82:11:22:00""","srcport=11901","srcserver=0","","","","","","trandisp=""snat""","transip=""213.209.123.173""","transport=11901","tz=""+0100""","utmaction=""allow""","utmref=BAYAAAAIAAAByFQCAAJ3rhGed64RnchQAgACd64RnneuEZw==",""
"itime=1736764326","date=""2025-01-13""","time=""11:32:05""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""local""","action=""accept""","app=""PING""","appcat=""unscanned""","","","","","bid=5765922","","","","","","devname=""DEU-HAM-FW01""","","dstcountry=""Germany""","dstepid=102","dsteuid=102","dstintf=""root""","dstintfrole=""undefined""","dstip=""213.209.123.173""","","","duration=60","dvid=1065","epid=102","euid=102","eventtime=1736764326380908380","","id=7459345981037871125","identifier=4","level=""notice""","","logid=""0001000014""","logver=702081639","","policyid=0","","policytype=""local-in-policy""","","proto=1","rcvdbyte=68","","rcvdpkt=1","","sentbyte=68","","sentpkt=1","service=""PING""","sessionid=23730834","srccountry=""United States""","srcintf=""wan1""","srcintfrole=""wan""","srcip=""54.234.136.20""","","","","","","","","","trandisp=""noop""","","","tz=""+0100""","","",""
"itime=1736764326","date=""2025-01-13""","time=""11:32:05""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""local""","action=""accept""","app=""PING""","appcat=""unscanned""","","","","","bid=5765922","","","","","","devname=""DEU-HAM-FW01""","","dstcountry=""Germany""","dstepid=102","dsteuid=102","dstintf=""root""","dstintfrole=""undefined""","dstip=""213.209.123.173""","","","duration=60","dvid=1065","epid=102","euid=102","eventtime=1736764325410904500","","id=7459345981037871124","identifier=1","level=""notice""","","logid=""0001000014""","logver=702081639","","policyid=0","","policytype=""local-in-policy""","","proto=1","rcvdbyte=68","","rcvdpkt=1","","sentbyte=68","","sentpkt=1","service=""PING""","sessionid=23730832","srccountry=""United States""","srcintf=""wan1""","srcintfrole=""wan""","srcip=""44.202.78.32""","","","","","","","","","trandisp=""noop""","","","tz=""+0100""","","",""
"itime=1736764326","date=""2025-01-13""","time=""11:32:05""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""local""","action=""deny""","app=""udp/64120""","appcat=""unscanned""","","","","","bid=5765922","","","craction=262144","crlevel=""low""","crscore=5","devname=""DEU-HAM-FW01""","","dstcountry=""Reserved""","dstepid=102","dsteuid=102","dstintf=""root""","dstintfrole=""undefined""","dstip=""224.0.0.1""","","dstport=64120","duration=0","dvid=1065","epid=102","euid=102","eventtime=1736764325403663740","","id=7459345981037871123","","level=""notice""","logflag=3","logid=""0001000014""","logver=702081639","","policyid=0","","policytype=""local-in-policy""","","proto=17","rcvdbyte=0","","rcvdpkt=0","","sentbyte=0","","sentpkt=0","service=""udp/64120""","sessionid=23730885","srccountry=""Reserved""","srcintf=""internal""","srcintfrole=""lan""","srcip=""172.20.5.53""","","srcport=43156","","threatcnts=""{1}""","threatlvls=""{1}""","threats=""{failed-connection}""","threattyps=""{failed-connection}""","threatwgts=""{5}""","trandisp=""noop""","","","tz=""+0100""","","",""
"itime=1736764325","date=""2025-01-13""","time=""11:32:05""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""forward""","action=""accept""","app=""Microsoft.365.Portal""","appcat=""Collaboration""","appid=41468","applist=""default""","apprisk=""elevated""","","bid=5765922","","","","","","devname=""DEU-HAM-FW01""","devtype=""Router""","dstcountry=""Netherlands""","dstepid=101","dsteuid=3","dstintf=""wan1""","dstintfrole=""wan""","dstip=""52.111.243.13""","dstowner=""502""","dstport=443","duration=960","dvid=1065","epid=1232","euid=3","eventtime=1736764325196653060","","id=7459345976742903819","","level=""notice""","logflag=32","logid=""0000000020""","logver=702081639","mastersrcmac=""00:51:82:11:22:00""","policyid=2","policyname=""Internet for Other company""","policytype=""policy""","poluuid=""a74ddace-1bf1-51ee-4054-38bcfe2ec767""","proto=6","rcvdbyte=228276","rcvddelta=11393","rcvdpkt=2325","","sentbyte=11949320","sentdelta=91647","sentpkt=9161","service=""HTTPS""","sessionid=23730012","srccountry=""Reserved""","srcintf=""internal5""","srcintfrole=""lan""","srcip=""172.16.250.51""","srcmac=""00:51:82:11:22:00""","srcport=19505","srcserver=0","","","","","","trandisp=""snat""","transip=""213.209.123.173""","transport=19505","tz=""+0100""","","",""
"itime=1736764325","date=""2025-01-13""","time=""11:32:03""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""forward""","action=""server-rst""","app=""Skype.Portals""","appcat=""Collaboration""","appid=43540","applist=""default""","apprisk=""elevated""","apps=""{Skype.Portals}""","bid=5765922","countapp=1","","","","","devname=""DEU-HAM-FW01""","","dstcountry=""United States""","dstepid=101","dsteuid=3","dstintf=""wan1""","dstintfrole=""wan""","dstip=""13.107.42.16""","","dstport=443","duration=73","dvid=1065","epid=1233","euid=3","eventtime=1736764323330903740","hostname=""config.edge.skype.com""","id=7459345976742903818","","level=""notice""","logflag=1","logid=""0000000013""","logver=702081639","","policyid=1","policyname=""Access-to-Internet-ALL-ANY""","policytype=""policy""","poluuid=""69e70724-1038-51ee-df2e-71b15c1a8f8b""","proto=6","rcvdbyte=8048","","rcvdpkt=14","saasinfo=""{0}""","sentbyte=2559","","sentpkt=10","service=""HTTPS""","sessionid=23730816","srccountry=""Reserved""","srcintf=""internal""","srcintfrole=""lan""","srcip=""172.20.5.52""","","srcport=44020","","","","","","","trandisp=""snat""","transip=""213.209.123.173""","transport=44020","tz=""+0100""","utmaction=""allow""","utmref=BAYAAAAEAAAByCgCAAFvrhGdb64Rn",""
"itime=1736764323","date=""2025-01-13""","time=""11:32:03""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""forward""","action=""accept""","app=""Google.Push.Notification""","appcat=""General.Interest""","appid=43714","applist=""default""","apprisk=""low""","","bid=5765922","","","","","","devname=""DEU-HAM-FW01""","devtype=""Router""","dstcountry=""United States""","dstepid=101","dsteuid=3","dstintf=""wan1""","dstintfrole=""wan""","dstip=""142.251.9.188""","","dstport=5228","duration=1485","dvid=1065","epid=1232","euid=3","eventtime=1736764323257895360","","id=7459345968152969228","","level=""notice""","logflag=32","logid=""0000000020""","logver=702081639","mastersrcmac=""00:51:82:11:22:00""","policyid=2","policyname=""Internet for Other company""","policytype=""policy""","poluuid=""a74ddace-1bf1-51ee-4054-38bcfe2ec767""","proto=6","rcvdbyte=9401","rcvddelta=156","rcvdpkt=44","","sentbyte=2459","sentdelta=123","sentpkt=40","service=""tcp/5228""","sessionid=23729393","srccountry=""Reserved""","srcintf=""internal5""","srcintfrole=""lan""","srcip=""172.16.250.51""","srcmac=""00:51:82:11:22:00""","srcport=2335","srcserver=0","","","","","","trandisp=""snat""","transip=""213.209.123.173""","transport=62752","tz=""+0100""","","",""
"itime=1736764323","date=""2025-01-13""","time=""11:32:03""","devid=""FGT70FTK22002970""","vd=""root""","type=""traffic""","subtype=""local""","action=""deny""","app=""udp/64120""","appcat=""unscanned""","","","","","bid=5765922","","","craction=262144","crlevel=""low""","crscore=5","devname=""DEU-HAM-FW01""","","dstcountry=""Reserved""","dstepid=102","dsteuid=102","dstintf=""root""","dstintfrole=""undefined""","dstip=""224.0.0.1""","","dstport=64120","duration=0","dvid=1065","epid=102","euid=102","eventtime=1736764322402677800","","id=7459345968152969227","","level=""notice""","logflag=3","logid=""0001000014""","logver=702081639","","policyid=0","","policytype=""local-in-policy""","","proto=17","rcvdbyte=0","","rcvdpkt=0","","sentbyte=0","","sentpkt=0","service=""udp/64120""","sessionid=23730881","srccountry=""Reserved""","srcintf=""internal""","srcintfrole=""lan""","srcip=""172.20.5.53""","","srcport=43156","","threatcnts=""{1}""","threatlvls=""{1}""","threats=""{failed-connection}""","threattyps=""{failed-connection}""","threatwgts=""{5}""","trandisp=""noop""","","","tz=""+0100""","","",""
